Track file,D:\My Documents\EthoVisionExperiments\Mark\Q40_0002\data\track_00299.trk
Object,0
Samples,98901
Injection #,1,
OF,3,
Rat ID,03NS,
Drug,Saline,
Lesion ,NMDA,
Body wt,363,
Group,NAc/Saline,
Test date,2012-01-12 09:15:00.000,yyyy-MM-dd HH:mm:ss
Experimenter,Amanda Toufeili,
Digitizing computer,Anna-2,
Scorer,Emma Mauti,
Study,Q40,
Comments,,
Observations,boards maybe on opposite tables,
Frame position,109136,
Status,Acquired,
Trial duration,0000:00:55:00.000,dd:HH:mm:ss
Tracking profile,OF3 352x240,
Arena,OF3 Jun11,
Track file,track_00299.trk,
Object,0,
Arena profile,OF3,
Start date & time,2012-01-19 11:30:04.187,yyyy-MM-dd HH:mm:ss
Stop date & time,2012-01-19 12:25:04.187,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,0,
Mobility high,0,
Movie file,of3 inj1 jan12_12 46SD 03NS 12SS mpeg2 Simplicity 352x240 1168rate.mpg,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,ZONES
29085,970.44,27.52,25.67,334.00,-
29086,970.47,26.76,25.61,307.00,-
29087,970.50,26.76,25.61,310.00,-
29088,970.54,26.83,26.44,322.00,-
29089,970.57,26.83,26.44,336.00,-
29090,970.60,26.83,26.44,340.00,-
29091,970.64,26.76,25.61,337.00,-
29092,970.67,26.83,26.44,350.00,-
29093,970.70,26.76,25.61,361.00,-
29094,970.74,27.52,25.67,351.00,-
29095,970.77,27.52,25.67,335.00,-
29096,970.80,27.52,25.67,346.00,-
29097,970.84,28.28,25.74,346.00,-
29098,970.87,28.28,25.74,330.00,-
29099,970.90,29.11,26.64,303.00,-
29100,970.94,29.11,26.64,280.00,-
29101,970.97,29.18,27.48,296.00,-
29102,971.00,29.18,27.48,278.00,-
29103,971.04,29.11,26.64,270.00,-
29104,971.07,29.11,26.64,278.00,-
29105,971.10,29.11,26.64,281.00,-
29106,971.14,29.11,26.64,270.00,-
29107,971.17,29.11,26.64,274.00,-
29108,971.20,28.35,26.58,281.00,-
29109,971.24,27.59,26.51,266.00,-
29110,971.27,27.59,26.51,263.00,-
29111,971.30,26.83,26.44,243.00,-
29112,971.34,26.83,26.44,254.00,-
29113,971.37,26.83,26.44,253.00,-
29114,971.40,26.83,26.44,260.00,-
29115,971.44,26.76,25.61,279.00,-
29116,971.47,26.76,25.61,276.00,-
29117,971.50,26.69,24.77,284.00,-
29118,971.54,26.69,24.77,287.00,-
29119,971.57,26.69,24.77,280.00,-
29120,971.60,26.69,24.77,325.00,-
29121,971.64,26.62,23.93,302.00,-
29122,971.67,26.69,24.77,309.00,-
29123,971.71,26.69,24.77,312.00,-
29124,971.74,26.69,24.77,296.00,-
29125,971.77,26.76,25.61,293.00,-
29126,971.81,27.45,24.84,296.00,-
29127,971.84,27.52,25.67,291.00,-
29128,971.87,28.28,25.74,304.00,-
29129,971.90,28.28,25.74,283.00,-
29130,971.94,28.35,26.58,299.00,-
29131,971.97,29.11,26.64,307.00,-
29132,972.01,29.11,26.64,291.00,-
29133,972.04,29.11,26.64,290.00,-
29134,972.07,29.94,27.54,318.00,-
29135,972.11,30.64,26.77,322.00,-
29136,972.14,30.64,26.77,319.00,-
29137,972.17,31.40,26.84,333.00,-
29138,972.21,32.16,26.90,355.00,-
29139,972.24,32.16,26.90,378.00,-
29140,972.27,32.92,26.96,375.00,-
29141,972.31,33.62,26.20,377.00,-
29142,972.34,34.38,26.26,368.00,-
29143,972.37,34.38,26.26,384.00,-
29144,972.40,35.08,25.49,370.00,-
29145,972.44,35.84,25.55,368.00,-
29146,972.47,35.84,25.55,376.00,-
29147,972.51,36.54,24.79,379.00,-
29148,972.54,37.30,24.85,373.00,-
29149,972.57,38.06,24.91,371.00,-
29150,972.61,38.12,25.74,377.00,-
29151,972.64,39.65,25.86,367.00,-
29152,972.67,39.65,25.86,362.00,-
29153,972.71,40.47,26.75,374.00,-
29154,972.74,41.99,26.87,362.00,-
29155,972.77,42.75,26.92,379.00,-
29156,972.81,44.27,27.04,356.00,-
29157,972.84,45.74,26.33,351.00,-
29158,972.87,46.50,26.39,344.00,-
29159,972.91,48.02,26.50,332.00,-
29160,972.94,48.72,25.74,333.00,-
29161,972.97,50.24,25.85,344.00,-
29162,973.01,51.71,25.14,318.00,-
29163,973.04,53.17,24.43,287.00,-
29164,973.07,53.17,24.43,330.00,-
29165,973.11,54.69,24.54,302.00,-
29166,973.14,54.69,24.54,331.00,-
29167,973.17,55.45,24.59,324.00,-
29168,973.21,56.97,24.69,340.00,-
29169,973.24,56.97,24.69,343.00,-
29170,973.27,60.67,23.32,302.00,-
29171,973.31,61.43,23.37,289.00,-
29172,973.34,62.19,23.42,299.00,-
29173,973.37,63.65,22.71,306.00,-
29174,973.41,64.41,22.76,306.00,-
29175,973.44,65.18,22.80,305.00,-
29176,973.47,65.94,22.85,317.00,-
29177,973.51,65.94,22.85,306.00,-
29178,973.54,67.45,22.94,323.00,-
29179,973.57,68.21,22.99,306.00,-
29180,973.61,68.97,23.03,328.00,-
29181,973.64,69.73,23.08,331.00,-
29182,973.67,70.49,23.12,329.00,-
29183,973.71,71.25,23.16,303.00,-
29184,973.74,72.01,23.21,316.00,-
29185,973.77,72.77,23.25,289.00,-
29186,973.81,72.77,23.25,304.00,-
29187,973.84,73.53,23.29,306.00,-
29188,973.87,73.53,23.29,298.00,-
29189,973.91,73.53,23.29,308.00,-
29190,973.94,73.53,23.29,312.00,-
29191,973.97,73.53,23.29,317.00,-
29192,974.01,73.53,23.29,316.00,-
29193,974.04,73.48,22.49,300.00,-
29194,974.07,73.48,22.49,301.00,-
29195,974.11,72.72,22.44,322.00,-
29196,974.14,73.48,22.49,296.00,-
29197,974.17,72.72,22.44,297.00,-
29198,974.21,72.72,22.44,285.00,-
29199,974.24,71.96,22.40,268.00,-
29200,974.27,71.96,22.40,251.00,-
29201,974.31,71.96,22.40,231.00,-
29202,974.34,72.01,23.21,221.00,-
29203,974.37,72.01,23.21,223.00,-
29204,974.41,72.01,23.21,222.00,-
29205,974.44,72.01,23.21,225.00,-
29206,974.47,72.01,23.21,219.00,-
29207,974.51,72.01,23.21,213.00,-
29208,974.54,71.25,23.16,228.00,-
29209,974.57,71.25,23.16,211.00,-
29210,974.61,72.01,23.21,211.00,-
29211,974.64,71.25,23.16,224.00,-
29212,974.67,71.20,22.36,214.00,-
29213,974.71,71.20,22.36,210.00,-
29214,974.74,71.96,22.40,206.00,-
29215,974.77,71.20,22.36,200.00,-
29216,974.81,71.25,23.16,217.00,-
29217,974.84,71.15,21.56,196.00,-
29218,974.87,71.20,22.36,212.00,-
29219,974.91,71.15,21.56,191.00,-
29220,974.94,71.15,21.56,202.00,-
29221,974.97,71.10,20.75,197.00,-
29222,975.01,71.10,20.75,204.00,-
29223,975.04,71.10,20.75,196.00,-
29224,975.08,71.10,20.75,200.00,-
29225,975.11,71.10,20.75,195.00,-
29226,975.14,71.10,20.75,189.00,-
29227,975.18,71.10,20.75,187.00,-
29228,975.21,71.10,20.75,191.00,-
29229,975.24,71.10,20.75,189.00,-
29230,975.27,71.05,19.95,166.00,-
29231,975.31,71.10,20.75,180.00,-
29232,975.34,71.81,19.99,174.00,-
29233,975.38,71.05,19.95,174.00,-
29234,975.41,71.05,19.95,171.00,-
29235,975.44,71.05,19.95,176.00,-
29236,975.48,71.81,19.99,179.00,-
29237,975.51,71.05,19.95,181.00,-
29238,975.54,71.10,20.75,193.00,-
29239,975.58,71.10,20.75,185.00,-
29240,975.61,71.10,20.75,181.00,-
29241,975.64,71.10,20.75,185.00,-
29242,975.68,71.10,20.75,189.00,-
29243,975.71,71.10,20.75,196.00,-
29244,975.74,71.15,21.56,196.00,-
29245,975.77,71.10,20.75,181.00,-
29246,975.81,70.39,21.51,190.00,-
29247,975.84,70.39,21.51,178.00,-
29248,975.88,70.39,21.51,179.00,-
29249,975.91,70.39,21.51,181.00,-
29250,975.94,69.63,21.47,158.00,-
29251,975.98,68.87,21.42,150.00,-
29252,976.01,68.11,21.38,151.00,-
29253,976.04,67.35,21.33,144.00,-
29254,976.08,67.35,21.33,139.00,-
29255,976.11,67.35,21.33,149.00,-
29256,976.14,66.59,21.28,146.00,-
29257,976.18,65.83,21.24,166.00,-
29258,976.21,65.77,20.43,162.00,-
29259,976.24,65.77,20.43,165.00,-
29260,976.28,65.01,20.38,157.00,-
29261,976.31,64.95,19.57,168.00,-
29262,976.34,64.95,19.57,166.00,-
29263,976.38,64.89,18.76,172.00,-
29264,976.41,64.89,18.76,173.00,-
29265,976.44,64.95,19.57,191.00,-
29266,976.48,64.89,18.76,183.00,-
29267,976.51,64.95,19.57,185.00,-
29268,976.54,64.95,19.57,178.00,-
29269,976.58,65.71,19.62,155.00,-
29270,976.61,66.53,20.48,154.00,-
29271,976.64,67.35,21.33,160.00,-
29272,976.68,68.11,21.38,162.00,-
29273,976.71,68.21,22.99,191.00,-
29274,976.74,68.92,22.23,167.00,-
29275,976.78,69.68,22.27,174.00,-
29276,976.81,70.49,23.12,171.00,-
29277,976.84,70.49,23.12,187.00,-
29278,976.88,71.25,23.16,209.00,-
29279,976.91,72.06,24.01,225.00,-
29280,976.94,73.57,24.09,233.00,-
29281,976.98,74.38,24.93,253.00,-
29282,977.01,75.89,25.01,258.00,-
29283,977.04,76.65,25.05,289.00,-
29284,977.08,78.16,25.12,310.00,-
29285,977.11,78.92,25.16,309.00,-
29286,977.14,78.92,25.16,320.00,-
29287,977.18,79.67,25.20,346.00,-
29288,977.21,80.43,25.23,346.00,-
29289,977.24,81.19,25.27,365.00,-
29290,977.28,81.90,24.51,374.00,-
29291,977.31,83.41,24.58,331.00,-
29292,977.34,83.41,24.58,352.00,-
29293,977.38,84.92,24.64,337.00,-
29294,977.41,84.92,24.64,377.00,-
29295,977.44,85.72,25.47,389.00,-
29296,977.48,86.47,25.50,379.00,-
29297,977.51,87.23,25.53,384.00,-
29298,977.54,87.94,24.77,379.00,-
29299,977.58,87.94,24.77,388.00,-
29300,977.61,89.45,24.83,376.00,-
29301,977.64,89.45,24.83,367.00,-
29302,977.68,89.45,24.83,380.00,-
29303,977.71,89.45,24.83,387.00,-
29304,977.74,89.45,24.83,377.00,-
29305,977.78,90.17,24.06,328.00,-
29306,977.81,89.45,24.83,366.00,-
29307,977.84,88.73,25.59,387.00,-
29308,977.88,88.73,25.59,382.00,-
29309,977.91,88.77,26.39,378.00,-
29310,977.94,88.01,26.36,367.00,-
29311,977.98,88.01,26.36,349.00,-
29312,978.01,86.54,27.09,344.00,-
29313,978.04,85.07,27.83,328.00,-
29314,978.08,85.07,27.83,306.00,-
29315,978.11,84.31,27.79,276.00,-
29316,978.14,83.56,27.76,287.00,-
29317,978.18,82.81,27.73,282.00,-
29318,978.21,82.09,28.49,309.00,-
29319,978.24,81.30,27.66,320.00,-
29320,978.28,80.58,28.42,327.00,-
29321,978.31,79.83,28.39,319.00,-
29322,978.35,79.07,28.36,339.00,-
29323,978.38,78.32,28.32,319.00,-
29324,978.41,77.60,29.08,312.00,-
29325,978.45,76.84,29.05,301.00,-
29326,978.48,76.05,28.21,250.00,-
29327,978.51,74.58,28.94,288.00,-
29328,978.55,74.54,28.14,253.00,-
29329,978.58,74.54,28.14,234.00,-
29330,978.61,73.75,27.30,211.00,-
29331,978.64,72.28,28.02,288.00,-
29332,978.68,71.48,27.18,256.00,-
29333,978.71,71.48,27.18,265.00,-
29334,978.75,70.72,27.14,242.00,-
29335,978.78,69.21,27.05,261.00,-
29336,978.81,69.21,27.05,293.00,-
29337,978.85,67.69,26.97,268.00,-
29338,978.88,66.94,26.92,265.00,-
29339,978.91,66.89,26.12,225.00,-
29340,978.95,65.38,26.03,221.00,-
29341,978.98,64.62,25.98,227.00,-
29342,979.01,63.81,25.13,267.00,-
29343,979.05,63.05,25.08,246.00,-
29344,979.08,61.48,24.18,262.00,-
29345,979.11,62.24,24.23,290.00,-
29346,979.14,63.05,25.08,311.00,-
29347,979.18,60.72,24.13,292.00,-
29348,979.21,59.96,24.08,285.00,-
29349,979.25,60.01,24.89,313.00,-
29350,979.28,58.44,23.98,260.00,-
29351,979.31,58.44,23.98,255.00,-
29352,979.35,57.73,24.74,249.00,-
29353,979.38,57.73,24.74,247.00,-
29354,979.41,56.92,23.88,255.00,-
29355,979.45,56.92,23.88,241.00,-
29356,979.48,56.10,23.01,242.00,-
29357,979.51,56.10,23.01,245.00,-
29358,979.55,56.10,23.01,248.00,-
29359,979.58,56.86,23.07,234.00,-
29360,979.61,56.86,23.07,233.00,-
29361,979.65,56.86,23.07,233.00,-
29362,979.68,57.62,23.12,232.00,-
29363,979.71,57.62,23.12,249.00,-
29364,979.75,56.86,23.07,240.00,-
29365,979.78,57.62,23.12,232.00,-
29366,979.81,58.33,22.36,226.00,-
29367,979.85,58.33,22.36,205.00,-
29368,979.88,59.09,22.41,204.00,-
29369,979.91,59.09,22.41,199.00,-
29370,979.95,59.91,23.27,213.00,-
29371,979.98,59.91,23.27,228.00,-
29372,980.01,59.91,23.27,231.00,-
29373,980.05,59.85,22.46,223.00,-
29374,980.08,60.61,22.51,219.00,-
29375,980.11,60.61,22.51,231.00,-
29376,980.15,60.61,22.51,229.00,-
29377,980.18,60.61,22.51,240.00,-
29378,980.21,60.61,22.51,247.00,-
29379,980.25,60.61,22.51,250.00,-
29380,980.28,60.61,22.51,256.00,-
29381,980.31,60.61,22.51,256.00,-
29382,980.35,60.61,22.51,243.00,-
29383,980.38,60.55,21.70,252.00,-
29384,980.41,60.55,21.70,261.00,-
29385,980.45,60.55,21.70,253.00,-
29386,980.48,61.32,21.75,247.00,-
29387,980.51,63.71,23.52,294.00,-
29388,980.55,62.08,21.80,259.00,-
29389,980.58,62.08,21.80,282.00,-
29390,980.61,62.08,21.80,266.00,-
29391,980.65,62.84,21.85,291.00,-
29392,980.68,62.89,22.66,293.00,-
29393,980.71,63.65,22.71,301.00,-
29394,980.75,63.65,22.71,305.00,-
29395,980.78,63.65,22.71,300.00,-
29396,980.81,64.41,22.76,293.00,-
29397,980.85,63.65,22.71,267.00,-
29398,980.88,64.47,23.56,283.00,-
29399,980.91,63.65,22.71,253.00,-
29400,980.95,64.47,23.56,262.00,-
29401,980.98,64.47,23.56,240.00,-
29402,981.01,64.47,23.56,264.00,-
29403,981.05,63.71,23.52,229.00,-
29404,981.08,65.28,24.42,263.00,-
29405,981.11,64.52,24.37,265.00,-
29406,981.15,64.57,25.18,292.00,-
29407,981.18,64.57,25.18,274.00,-
29408,981.21,64.66,26.79,328.00,-
29409,981.25,64.66,26.79,301.00,-
29410,981.28,64.71,27.60,325.00,-
29411,981.31,64.75,28.40,342.00,-
29412,981.35,64.04,29.17,327.00,-
29413,981.38,62.57,29.88,312.00,-
29414,981.41,62.61,30.69,316.00,-
29415,981.45,61.90,31.45,331.00,-
29416,981.48,58.92,32.08,300.00,-
29417,981.51,57.45,32.80,295.00,-
29418,981.55,55.98,33.52,291.00,-
29419,981.58,54.51,34.24,288.00,-
29420,981.61,53.00,34.14,266.00,-
29421,981.65,52.24,34.10,266.00,-
29422,981.68,51.48,34.05,265.00,-
29423,981.72,50.77,34.81,269.00,-
29424,981.75,49.26,34.72,246.00,-
29425,981.78,49.26,34.72,255.00,-
29426,981.82,48.50,34.67,241.00,-
29427,981.85,47.75,34.62,246.00,-
29428,981.88,47.75,34.62,239.00,-
29429,981.91,46.99,34.57,239.00,-
29430,981.95,46.99,34.57,242.00,-
29431,981.98,46.19,33.70,229.00,-
29432,982.01,46.19,33.70,226.00,-
29433,982.05,46.19,33.70,249.00,-
29434,982.08,45.48,34.47,249.00,-
29435,982.12,45.44,33.65,267.00,-
29436,982.15,44.68,33.60,275.00,-
29437,982.18,43.92,33.55,275.00,-
29438,982.22,43.92,33.55,292.00,-
29439,982.25,42.41,33.44,295.00,-
29440,982.28,42.41,33.44,316.00,-
29441,982.32,41.61,32.57,281.00,-
29442,982.35,41.65,33.39,302.00,-
29443,982.38,40.14,33.28,304.00,-
29444,982.41,39.38,33.23,315.00,-
29445,982.45,38.63,33.17,310.00,-
29446,982.48,37.87,33.12,308.00,-
29447,982.51,36.30,32.18,314.00,-
29448,982.55,36.30,32.18,322.00,-
29449,982.58,34.79,32.06,326.00,-
29450,982.62,34.03,32.00,310.00,-
29451,982.65,33.22,31.12,315.00,-
29452,982.68,32.46,31.06,332.00,-
29453,982.72,31.64,30.16,323.00,-
29454,982.75,30.88,30.10,324.00,-
29455,982.78,30.12,30.04,321.00,-
29456,982.82,29.36,29.98,314.00,-
29457,982.85,28.60,29.92,317.00,-
29458,982.88,28.60,29.92,298.00,-
29459,982.92,27.84,29.85,318.00,-
29460,982.95,27.08,29.79,321.00,-
29461,982.98,27.08,29.79,306.00,-
29462,983.02,27.08,29.79,306.00,-
29463,983.05,27.08,29.79,307.00,-
29464,983.08,27.84,29.85,309.00,-
29465,983.12,27.84,29.85,310.00,-
29466,983.15,28.60,29.92,344.00,-
29467,983.18,27.78,29.02,306.00,-
29468,983.22,27.72,28.18,291.00,-
29469,983.25,26.89,27.28,272.00,-
29470,983.28,27.59,26.51,263.00,-
29471,983.32,27.52,25.67,262.00,-
29472,983.35,27.52,25.67,251.00,-
29473,983.38,26.69,24.77,261.00,-
29474,983.42,27.45,24.84,273.00,-
29475,983.45,26.69,24.77,278.00,-
29476,983.48,26.69,24.77,301.00,-
29477,983.52,26.69,24.77,304.00,-
29478,983.55,26.62,23.93,297.00,-
29479,983.58,26.69,24.77,303.00,-
29480,983.62,26.62,23.93,296.00,-
29481,983.65,26.69,24.77,309.00,-
29482,983.68,25.85,23.86,321.00,-
29483,983.72,26.69,24.77,322.00,-
29484,983.75,25.85,23.86,281.00,-
29485,983.78,25.85,23.86,297.00,-
29486,983.82,25.16,24.63,320.00,-
29487,983.85,25.09,23.79,322.00,-
29488,983.88,25.09,23.79,323.00,-
29489,983.92,25.09,23.79,310.00,-
29490,983.95,25.09,23.79,326.00,-
29491,983.98,25.16,24.63,339.00,-
29492,984.02,25.16,24.63,318.00,-
29493,984.05,24.40,24.56,328.00,-
29494,984.08,24.40,24.56,350.00,-
29495,984.12,24.40,24.56,339.00,-
29496,984.15,24.40,24.56,333.00,-
29497,984.18,24.47,25.40,325.00,-
29498,984.22,24.40,24.56,333.00,-
29499,984.25,24.47,25.40,338.00,-
29500,984.28,24.47,25.40,313.00,-
29501,984.32,24.47,25.40,313.00,-
29502,984.35,24.47,25.40,302.00,-
29503,984.38,25.30,26.31,307.00,-
29504,984.42,25.30,26.31,310.00,-
29505,984.45,24.54,26.24,296.00,-
29506,984.48,25.30,26.31,303.00,-
29507,984.52,24.47,25.40,314.00,-
29508,984.55,24.47,25.40,317.00,-
29509,984.58,24.47,25.40,325.00,-
29510,984.62,23.71,25.33,330.00,-
29511,984.65,23.71,25.33,328.00,-
29512,984.68,23.71,25.33,331.00,-
29513,984.72,23.71,25.33,334.00,-
29514,984.75,23.71,25.33,334.00,-
29515,984.78,23.71,25.33,328.00,-
29516,984.82,23.71,25.33,328.00,-
29517,984.85,23.71,25.33,331.00,-
29518,984.88,23.71,25.33,327.00,-
29519,984.92,23.71,25.33,327.00,-
29520,984.95,23.78,26.17,335.00,-
29521,984.98,22.95,25.26,325.00,-
29522,985.02,23.02,26.10,321.00,-
29523,985.05,23.02,26.10,332.00,-
29524,985.09,23.02,26.10,322.00,-
29525,985.12,23.78,26.17,338.00,-
29526,985.15,23.78,26.17,322.00,-
29527,985.19,23.78,26.17,324.00,-
29528,985.22,23.78,26.17,319.00,-
29529,985.25,23.78,26.17,320.00,-
29530,985.28,23.78,26.17,335.00,-
29531,985.32,23.85,27.01,338.00,-
29532,985.35,24.61,27.08,327.00,-
29533,985.38,24.67,27.92,343.00,-
29534,985.42,25.44,27.99,340.00,-
29535,985.45,25.44,27.99,335.00,-
29536,985.49,27.78,29.02,352.00,-
29537,985.52,26.96,28.12,330.00,-
29538,985.55,27.72,28.18,320.00,-
29539,985.59,28.48,28.25,334.00,-
29540,985.62,29.24,28.31,339.00,-
29541,985.65,27.65,27.35,301.00,-
29542,985.69,28.48,28.25,329.00,-
29543,985.72,28.48,28.25,337.00,-
29544,985.75,27.65,27.35,337.00,-
29545,985.78,26.06,26.38,283.00,-
29546,985.82,26.00,25.54,290.00,-
29547,985.85,26.00,25.54,292.00,-
29548,985.88,26.00,25.54,309.00,-
29549,985.92,25.23,25.47,294.00,-
29550,985.95,25.23,25.47,293.00,-
29551,985.99,25.23,25.47,290.00,-
29552,986.02,25.23,25.47,305.00,-
29553,986.05,25.23,25.47,291.00,-
29554,986.09,24.47,25.40,304.00,-
29555,986.12,24.47,25.40,304.00,-
29556,986.15,24.47,25.40,312.00,-
29557,986.19,24.47,25.40,298.00,-
29558,986.22,24.47,25.40,297.00,-
29559,986.25,24.47,25.40,291.00,-
29560,986.29,24.47,25.40,296.00,-
29561,986.32,24.47,25.40,285.00,-
29562,986.35,24.47,25.40,286.00,-
29563,986.39,24.47,25.40,290.00,-
29564,986.42,24.47,25.40,311.00,-
29565,986.45,24.47,25.40,299.00,-
29566,986.49,24.47,25.40,314.00,-
29567,986.52,24.47,25.40,308.00,-
29568,986.55,24.47,25.40,328.00,-
29569,986.59,24.47,25.40,316.00,-
29570,986.62,25.30,26.31,302.00,-
29571,986.65,25.30,26.31,292.00,-
29572,986.69,25.30,26.31,290.00,-
29573,986.72,26.89,27.28,312.00,-
29574,986.75,26.13,27.21,284.00,-
29575,986.79,26.13,27.21,286.00,-
29576,986.82,26.13,27.21,289.00,-
29577,986.85,26.13,27.21,293.00,-
29578,986.89,26.13,27.21,299.00,-
29579,986.92,25.37,27.15,299.00,-
29580,986.95,25.44,27.99,302.00,-
29581,986.99,25.44,27.99,315.00,-
29582,987.02,26.20,28.05,308.00,-
29583,987.05,26.20,28.05,332.00,-
29584,987.09,27.02,28.95,361.00,-
29585,987.12,26.26,28.89,346.00,-
29586,987.15,26.26,28.89,349.00,-
29587,987.19,26.32,29.73,369.00,-
29588,987.22,27.84,29.85,407.00,-
29589,987.25,27.08,29.79,391.00,-
29590,987.29,27.14,30.63,391.00,-
29591,987.32,27.96,31.52,412.00,-
29592,987.35,27.20,31.46,392.00,-
29593,987.39,28.02,32.36,396.00,-
29594,987.42,28.02,32.36,394.00,-
29595,987.45,28.02,32.36,384.00,-
29596,987.49,28.83,33.25,383.00,-
29597,987.52,28.83,33.25,402.00,-
29598,987.55,28.83,33.25,393.00,-
29599,987.59,28.12,34.03,397.00,-
29600,987.62,28.18,34.86,411.00,-
29601,987.65,27.47,35.64,415.00,-
29602,987.69,27.52,36.47,428.00,-
29603,987.72,26.86,38.09,402.00,-
29604,987.75,26.90,38.92,422.00,-
29605,987.79,27.74,40.64,443.00,-
29606,987.82,26.36,43.04,398.00,-
29607,987.85,24.92,44.61,355.00,-
29608,987.89,24.92,44.61,361.00,-
29609,987.92,24.24,46.23,357.00,-
29610,987.95,24.24,46.23,368.00,-
29611,987.99,24.24,46.23,387.00,-
29612,988.02,23.52,47.01,383.00,-
29613,988.05,23.52,47.01,406.00,-
29614,988.09,22.81,47.80,367.00,-
29615,988.12,22.81,47.80,389.00,-
29616,988.15,22.84,48.64,391.00,-
29617,988.19,22.87,49.48,392.00,-
29618,988.22,22.90,50.31,377.00,-
29619,988.25,22.90,50.31,363.00,-
29620,988.29,22.92,51.15,346.00,-
29621,988.32,22.92,51.15,362.00,-
29622,988.36,22.92,51.15,366.00,-
29623,988.39,22.97,52.82,346.00,-
29624,988.42,22.95,51.99,379.00,-
29625,988.46,22.97,52.82,382.00,-
29626,988.49,22.25,53.62,376.00,-
29627,988.52,22.25,53.62,363.00,-
29628,988.56,22.25,53.62,366.00,-
29629,988.59,22.25,53.62,370.00,-
29630,988.62,22.22,52.78,359.00,-
29631,988.65,22.22,52.78,356.00,-
29632,988.69,22.22,52.78,357.00,-
29633,988.72,22.22,52.78,348.00,-
29634,988.76,22.20,51.94,348.00,-
29635,988.79,22.20,51.94,353.00,-
29636,988.82,22.95,51.99,338.00,-
29637,988.86,22.95,51.99,344.00,-
29638,988.89,22.95,51.99,327.00,-
29639,988.92,22.92,51.15,331.00,-
29640,988.96,22.95,51.99,336.00,-
29641,988.99,22.95,51.99,330.00,-
29642,989.02,22.92,51.15,326.00,-
29643,989.06,22.92,51.15,318.00,-
29644,989.09,22.95,51.99,325.00,-
29645,989.12,22.92,51.15,339.00,-
29646,989.15,22.92,51.15,342.00,-
29647,989.19,22.92,51.15,335.00,-
29648,989.22,22.95,51.99,311.00,-
29649,989.26,23.67,51.19,331.00,-
29650,989.29,23.67,51.19,338.00,-
29651,989.32,23.67,51.19,334.00,-
29652,989.36,23.67,51.19,337.00,-
29653,989.39,23.67,51.19,340.00,-
29654,989.42,23.67,51.19,316.00,-
29655,989.46,23.65,50.36,307.00,-
29656,989.49,23.65,50.36,297.00,-
29657,989.52,23.65,50.36,311.00,-
29658,989.56,23.65,50.36,296.00,-
29659,989.59,24.39,50.40,302.00,-
29660,989.62,24.39,50.40,315.00,-
29661,989.66,23.65,50.36,310.00,-
29662,989.69,23.65,50.36,298.00,-
29663,989.72,23.62,49.52,309.00,-
29664,989.76,23.62,49.52,310.00,-
29665,989.79,23.62,49.52,310.00,-
29666,989.82,23.62,49.52,313.00,-
29667,989.86,22.87,49.48,291.00,-
29668,989.89,23.59,48.69,315.00,-
29669,989.92,22.87,49.48,287.00,-
29670,989.96,23.59,48.69,298.00,-
29671,989.99,22.87,49.48,275.00,-
29672,990.02,22.87,49.48,276.00,-
29673,990.06,23.59,48.69,288.00,-
29674,990.09,23.59,48.69,291.00,-
29675,990.12,23.59,48.69,292.00,-
29676,990.16,23.59,48.69,292.00,-
29677,990.19,23.59,48.69,302.00,-
29678,990.22,23.59,48.69,299.00,-
29679,990.26,23.59,48.69,298.00,-
29680,990.29,23.59,48.69,284.00,-
29681,990.32,24.34,48.73,304.00,-
29682,990.36,23.59,48.69,306.00,-
29683,990.39,23.59,48.69,307.00,-
29684,990.42,23.59,48.69,307.00,-
29685,990.46,23.59,48.69,312.00,-
29686,990.49,23.59,48.69,321.00,-
29687,990.52,23.59,48.69,315.00,-
29688,990.56,23.59,48.69,327.00,-
29689,990.59,23.59,48.69,321.00,-
29690,990.62,23.59,48.69,324.00,-
29691,990.66,23.59,48.69,326.00,-
29692,990.69,23.59,48.69,326.00,-
29693,990.72,23.59,48.69,327.00,-
29694,990.76,23.59,48.69,326.00,-
29695,990.79,23.59,48.69,328.00,-
29696,990.82,23.59,48.69,322.00,-
29697,990.86,23.59,48.69,321.00,-
29698,990.89,23.59,48.69,328.00,-
29699,990.92,23.59,48.69,333.00,-
29700,990.96,23.59,48.69,341.00,-
29701,990.99,24.37,49.57,352.00,-
29702,991.02,25.12,49.62,364.00,-
29703,991.06,25.12,49.62,366.00,-
29704,991.09,25.14,50.45,360.00,-
29705,991.12,25.14,50.45,379.00,-
29706,991.16,25.20,52.12,344.00,-
29707,991.19,25.92,51.33,395.00,-
29708,991.22,25.22,52.95,367.00,-
29709,991.26,24.53,55.41,354.00,-
29710,991.29,25.30,56.29,354.00,-
29711,991.32,25.34,57.95,351.00,-
29712,991.36,25.35,58.79,314.00,-
29713,991.39,25.36,59.62,337.00,-
29714,991.42,25.36,59.62,353.00,-
29715,991.46,24.64,61.25,325.00,-
29716,991.49,24.63,60.42,348.00,-
29717,991.52,24.64,61.25,342.00,-
29718,991.56,23.90,61.22,346.00,-
29719,991.59,23.16,62.02,342.00,-
29720,991.62,23.16,62.02,350.00,-
29721,991.66,23.18,63.69,353.00,-
29722,991.69,22.44,63.65,370.00,-
29723,991.73,22.44,63.65,361.00,-
