Track file,D:\My Documents\EthoVisionExperiments\Mark\Q40_0002\data\track_00299.trk
Object,0
Samples,98901
Injection #,1,
OF,3,
Rat ID,03NS,
Drug,Saline,
Lesion ,NMDA,
Body wt,363,
Group,NAc/Saline,
Test date,2012-01-12 09:15:00.000,yyyy-MM-dd HH:mm:ss
Experimenter,Amanda Toufeili,
Digitizing computer,Anna-2,
Scorer,Emma Mauti,
Study,Q40,
Comments,,
Observations,boards maybe on opposite tables,
Frame position,109136,
Status,Acquired,
Trial duration,0000:00:55:00.000,dd:HH:mm:ss
Tracking profile,OF3 352x240,
Arena,OF3 Jun11,
Track file,track_00299.trk,
Object,0,
Arena profile,OF3,
Start date & time,2012-01-19 11:30:04.187,yyyy-MM-dd HH:mm:ss
Stop date & time,2012-01-19 12:25:04.187,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,0,
Mobility high,0,
Movie file,of3 inj1 jan12_12 46SD 03NS 12SS mpeg2 Simplicity 352x240 1168rate.mpg,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,ZONES
672,22.39,172.25,112.40,364.00,-
673,22.42,172.25,112.40,365.00,-
674,22.46,172.96,111.60,369.00,-
675,22.49,172.25,112.40,367.00,-
676,22.52,171.53,112.39,363.00,-
677,22.56,172.25,111.58,366.00,-
678,22.59,171.53,112.39,351.00,-
679,22.62,171.53,112.39,358.00,-
680,22.66,171.53,112.39,343.00,-
681,22.69,172.25,112.40,336.00,-
682,22.72,171.53,112.39,360.00,-
683,22.76,171.54,111.57,396.00,-
684,22.79,171.53,112.39,366.00,-
685,22.82,171.53,113.21,385.00,-
686,22.86,171.53,112.39,393.00,-
687,22.89,170.81,113.20,381.00,-
688,22.92,170.81,113.20,389.00,-
689,22.96,171.53,113.21,380.00,-
690,22.99,170.81,113.20,374.00,-
691,23.02,171.53,113.21,391.00,-
692,23.06,171.52,114.04,407.00,-
693,23.09,171.52,114.04,406.00,-
694,23.12,171.52,114.04,392.00,-
695,23.16,171.53,113.21,398.00,-
696,23.19,171.53,113.21,410.00,-
697,23.22,171.52,114.04,401.00,-
698,23.26,171.53,113.21,446.00,-
699,23.29,171.52,114.04,423.00,-
700,23.32,171.52,114.04,410.00,-
701,23.36,171.52,114.04,440.00,-
702,23.39,172.24,114.88,430.00,-
703,23.42,171.52,114.86,409.00,-
704,23.46,171.52,114.86,415.00,-
705,23.49,171.52,114.86,430.00,-
706,23.52,171.52,114.86,423.00,-
707,23.56,171.52,114.86,441.00,-
708,23.59,172.23,115.70,438.00,-
709,23.62,171.52,115.68,424.00,-
710,23.66,172.23,116.53,408.00,-
711,23.69,171.52,115.68,430.00,-
712,23.72,171.52,115.68,433.00,-
713,23.76,171.52,115.68,440.00,-
714,23.79,172.23,115.70,409.00,-
715,23.82,172.23,115.70,400.00,-
716,23.86,171.52,114.86,424.00,-
717,23.89,172.23,115.70,373.00,-
718,23.92,171.52,114.86,420.00,-
719,23.96,172.23,115.70,384.00,-
720,23.99,172.23,115.70,393.00,-
721,24.02,171.52,115.68,407.00,-
722,24.06,172.23,115.70,382.00,-
723,24.09,172.23,115.70,386.00,-
724,24.12,172.24,114.88,393.00,-
725,24.16,171.52,114.86,376.00,-
726,24.19,171.52,114.86,373.00,-
727,24.22,171.52,114.86,373.00,-
728,24.26,171.52,114.86,402.00,-
729,24.29,172.24,114.88,363.00,-
730,24.32,171.52,114.86,389.00,-
731,24.36,172.24,114.05,377.00,-
732,24.39,172.24,114.88,391.00,-
733,24.42,172.24,114.88,390.00,-
734,24.46,172.24,114.88,389.00,-
735,24.49,172.23,115.70,394.00,-
736,24.52,171.52,114.86,395.00,-
737,24.56,171.52,114.86,387.00,-
738,24.59,172.24,114.88,412.00,-
739,24.62,171.52,114.86,411.00,-
740,24.66,171.52,114.86,410.00,-
741,24.69,170.80,114.84,392.00,-
742,24.72,170.80,114.84,391.00,-
743,24.76,170.81,114.02,437.00,-
744,24.79,170.09,114.83,394.00,-
745,24.82,170.09,114.83,410.00,-
746,24.86,170.09,114.83,385.00,-
747,24.89,169.37,114.81,402.00,-
748,24.92,168.66,114.80,385.00,-
749,24.96,167.94,114.78,369.00,-
750,24.99,167.94,114.78,372.00,-
751,25.03,167.94,114.78,367.00,-
752,25.06,167.94,114.78,383.00,-
753,25.09,168.65,115.62,348.00,-
754,25.13,167.94,115.60,378.00,-
755,25.16,167.94,115.60,374.00,-
756,25.19,167.93,116.43,365.00,-
757,25.23,167.22,116.41,376.00,-
758,25.26,167.22,116.41,378.00,-
759,25.29,167.22,116.41,390.00,-
760,25.32,166.50,116.39,373.00,-
761,25.36,165.78,116.38,394.00,-
762,25.39,165.78,116.38,407.00,-
763,25.43,165.78,117.20,387.00,-
764,25.46,165.78,118.02,390.00,-
765,25.49,165.06,118.00,377.00,-
766,25.53,164.34,118.81,372.00,-
767,25.56,164.34,118.81,375.00,-
768,25.59,163.62,118.79,371.00,-
769,25.63,162.90,119.59,365.00,-
770,25.66,162.90,119.59,384.00,-
771,25.69,162.18,120.40,398.00,-
772,25.73,161.46,120.38,376.00,-
773,25.76,161.46,121.20,399.00,-
774,25.79,160.01,121.16,395.00,-
775,25.82,159.29,121.96,393.00,-
776,25.86,159.29,121.96,398.00,-
777,25.89,158.57,121.95,404.00,-
778,25.93,157.85,122.75,410.00,-
779,25.96,157.85,122.75,409.00,-
780,25.99,157.85,123.57,402.00,-
781,26.03,156.40,124.35,391.00,-
782,26.06,156.40,124.35,399.00,-
783,26.09,156.40,125.17,402.00,-
784,26.13,156.40,125.17,418.00,-
785,26.16,155.68,125.97,429.00,-
786,26.19,155.69,126.79,457.00,-
787,26.23,155.69,126.79,428.00,-
788,26.26,154.96,127.59,422.00,-
789,26.29,154.97,128.41,410.00,-
790,26.33,154.24,128.39,403.00,-
791,26.36,153.52,129.19,399.00,-
792,26.39,153.52,129.19,412.00,-
793,26.43,152.80,129.99,402.00,-
794,26.46,152.80,129.99,399.00,-
795,26.49,152.81,130.82,392.00,-
796,26.53,152.81,131.64,389.00,-
797,26.56,153.55,132.49,402.00,-
798,26.59,153.56,133.31,390.00,-
799,26.63,153.57,134.14,384.00,-
800,26.66,153.58,134.96,372.00,-
801,26.69,153.60,136.61,384.00,-
802,26.73,152.88,137.42,373.00,-
803,26.76,153.61,137.44,383.00,-
804,26.79,152.91,139.07,368.00,-
805,26.83,152.91,139.07,372.00,-
806,26.86,152.95,140.73,409.00,-
807,26.89,152.96,141.56,366.00,-
808,26.93,152.25,142.37,359.00,-
809,26.96,152.27,143.20,390.00,-
810,26.99,152.31,144.86,367.00,-
811,27.03,151.60,145.67,342.00,-
812,27.06,152.36,146.53,345.00,-
813,27.09,152.38,147.36,342.00,-
814,27.13,152.44,149.03,328.00,-
815,27.16,153.20,149.90,333.00,-
816,27.19,152.46,149.87,341.00,-
817,27.23,153.26,151.58,338.00,-
818,27.26,153.29,152.42,341.00,-
819,27.29,153.33,153.26,314.00,-
820,27.33,152.62,154.06,360.00,-
821,27.36,152.69,155.75,336.00,-
822,27.39,152.73,156.59,339.00,-
823,27.43,152.77,157.43,312.00,-
824,27.46,153.55,158.31,335.00,-
825,27.49,153.63,160.00,309.00,-
826,27.53,153.63,160.00,334.00,-
827,27.56,154.47,161.73,331.00,-
828,27.59,154.52,162.58,288.00,-
829,27.63,154.56,163.43,313.00,-
830,27.66,154.61,164.28,271.00,-
831,27.69,154.72,165.98,268.00,-
832,27.73,154.72,165.98,299.00,-
833,27.76,154.77,166.84,299.00,-
834,27.79,154.83,167.69,293.00,-
835,27.83,154.88,168.54,268.00,-
836,27.86,154.94,169.40,269.00,-
837,27.89,154.88,168.54,283.00,-
838,27.93,155.00,170.26,279.00,-
839,27.96,155.06,171.11,257.00,-
840,27.99,155.06,171.11,270.00,-
841,28.03,155.81,171.15,247.00,-
842,28.06,155.06,171.11,282.00,-
843,28.09,155.81,171.15,274.00,-
844,28.13,155.06,171.11,293.00,-
845,28.16,155.06,171.11,270.00,-
846,28.19,155.81,171.15,282.00,-
847,28.23,155.06,171.11,253.00,-
848,28.26,155.81,171.15,276.00,-
849,28.29,155.81,171.15,259.00,-
850,28.33,155.88,172.01,247.00,-
851,28.36,155.81,171.15,262.00,-
852,28.40,155.06,171.11,265.00,-
853,28.43,155.81,171.15,263.00,-
854,28.46,155.88,172.01,261.00,-
855,28.50,155.81,171.15,267.00,-
856,28.53,155.06,171.11,285.00,-
857,28.56,155.12,171.97,249.00,-
858,28.59,155.12,171.97,264.00,-
859,28.63,155.06,171.11,257.00,-
860,28.66,155.06,171.11,291.00,-
861,28.70,155.12,171.97,260.00,-
862,28.73,155.12,171.97,275.00,-
863,28.76,155.06,171.11,271.00,-
864,28.80,155.12,171.97,265.00,-
865,28.83,155.12,171.97,268.00,-
866,28.86,155.06,171.11,303.00,-
867,28.90,154.37,171.93,299.00,-
868,28.93,154.37,171.93,274.00,-
869,28.96,154.31,171.07,301.00,-
870,29.00,154.37,171.93,275.00,-
871,29.03,154.31,171.07,296.00,-
872,29.06,153.56,171.03,326.00,-
873,29.09,152.87,171.84,319.00,-
874,29.13,152.12,171.80,314.00,-
875,29.16,152.12,171.80,297.00,-
876,29.20,151.37,171.76,325.00,-
877,29.23,151.37,171.76,299.00,-
878,29.26,151.43,172.62,302.00,-
879,29.30,150.67,172.58,299.00,-
880,29.33,149.98,173.39,297.00,-
881,29.36,150.73,173.43,296.00,-
882,29.40,149.98,173.39,291.00,-
883,29.43,149.98,173.39,298.00,-
884,29.46,149.98,173.39,322.00,-
885,29.50,149.29,174.21,296.00,-
886,29.53,149.29,174.21,300.00,-
887,29.56,149.23,173.35,328.00,-
888,29.60,149.23,173.35,302.00,-
889,29.63,148.47,173.31,309.00,-
890,29.66,149.23,173.35,315.00,-
891,29.70,148.47,173.31,307.00,-
892,29.73,148.41,172.46,324.00,-
893,29.76,148.36,171.60,358.00,-
894,29.80,148.36,171.60,379.00,-
895,29.83,148.36,171.60,377.00,-
896,29.86,146.85,171.53,360.00,-
897,29.90,147.55,170.71,394.00,-
898,29.93,146.10,171.49,386.00,-
899,29.96,146.79,170.67,405.00,-
900,30.00,146.10,171.49,401.00,-
901,30.03,146.10,171.49,426.00,-
902,30.06,145.34,171.45,416.00,-
903,30.10,145.34,171.45,413.00,-
904,30.13,143.89,172.23,402.00,-
905,30.16,143.89,172.23,385.00,-
906,30.20,143.89,172.23,392.00,-
907,30.23,143.89,172.23,438.00,-
908,30.26,143.89,172.23,433.00,-
909,30.30,143.19,173.05,413.00,-
910,30.33,142.44,173.01,406.00,-
911,30.36,140.98,173.80,377.00,-
912,30.40,140.22,173.76,387.00,-
913,30.43,140.17,172.91,405.00,-
914,30.46,140.17,172.91,421.00,-
915,30.50,138.71,173.69,394.00,-
916,30.53,138.71,173.69,409.00,-
917,30.56,138.71,173.69,430.00,-
918,30.60,138.66,172.84,464.00,-
919,30.63,137.90,172.81,459.00,-
920,30.66,138.66,172.84,479.00,-
921,30.70,137.20,173.63,437.00,-
922,30.73,136.49,174.45,413.00,-
923,30.76,137.20,173.63,466.00,-
924,30.80,137.25,174.48,437.00,-
925,30.83,136.49,174.45,426.00,-
926,30.86,136.49,174.45,423.00,-
927,30.90,135.74,174.42,402.00,-
928,30.93,136.49,174.45,414.00,-
929,30.96,135.74,174.42,410.00,-
930,31.00,135.03,175.24,402.00,-
931,31.03,135.03,175.24,420.00,-
932,31.06,135.03,175.24,418.00,-
933,31.10,135.03,175.24,442.00,-
934,31.13,135.03,175.24,406.00,-
935,31.16,135.03,175.24,428.00,-
936,31.20,135.79,175.27,457.00,-
937,31.23,135.03,175.24,431.00,-
938,31.26,135.03,175.24,445.00,-
939,31.30,135.03,175.24,433.00,-
940,31.33,135.03,175.24,428.00,-
941,31.36,135.03,175.24,442.00,-
942,31.40,135.79,175.27,423.00,-
943,31.43,134.32,176.06,411.00,-
944,31.46,135.79,175.27,455.00,-
945,31.50,135.84,176.12,432.00,-
946,31.53,135.08,176.09,431.00,-
947,31.56,134.32,176.06,428.00,-
948,31.60,135.03,175.24,436.00,-
949,31.63,135.08,176.09,420.00,-
950,31.66,135.08,176.09,426.00,-
951,31.70,134.32,176.06,400.00,-
952,31.73,134.32,176.06,398.00,-
953,31.77,135.03,175.24,435.00,-
954,31.80,135.08,176.09,412.00,-
955,31.83,135.08,176.09,421.00,-
956,31.87,135.79,175.27,415.00,-
957,31.90,135.84,176.12,393.00,-
958,31.93,135.79,175.27,422.00,-
959,31.97,135.08,176.09,397.00,-
960,32.00,135.84,176.12,413.00,-
961,32.03,135.08,176.09,378.00,-
962,32.06,135.84,176.12,387.00,-
963,32.10,135.08,176.09,381.00,-
964,32.13,135.08,176.09,371.00,-
965,32.16,135.84,176.12,405.00,-
966,32.20,135.08,176.09,387.00,-
967,32.23,136.55,175.30,401.00,-
968,32.27,136.55,175.30,440.00,-
969,32.30,136.60,176.15,389.00,-
970,32.33,136.55,175.30,402.00,-
971,32.37,135.84,176.12,391.00,-
972,32.40,136.55,175.30,402.00,-
973,32.43,136.55,175.30,414.00,-
974,32.47,136.60,176.15,391.00,-
975,32.50,136.60,176.15,364.00,-
976,32.53,136.60,176.15,360.00,-
977,32.56,137.36,176.19,381.00,-
978,32.60,138.06,175.37,377.00,-
979,32.63,137.30,175.33,368.00,-
980,32.66,137.36,176.19,341.00,-
981,32.70,138.06,175.37,332.00,-
982,32.73,138.06,175.37,336.00,-
983,32.77,138.06,175.37,362.00,-
984,32.80,138.06,175.37,308.00,-
985,32.83,138.06,175.37,315.00,-
986,32.87,139.52,174.58,358.00,-
987,32.90,139.52,174.58,318.00,-
988,32.93,140.28,174.61,299.00,-
989,32.97,140.98,173.80,307.00,-
990,33.00,140.98,173.80,303.00,-
991,33.03,141.04,174.65,277.00,-
992,33.07,140.98,173.80,313.00,-
993,33.10,141.74,173.83,289.00,-
994,33.13,141.74,173.83,308.00,-
995,33.17,142.49,173.87,319.00,-
996,33.20,142.49,173.87,308.00,-
997,33.23,143.19,173.05,315.00,-
998,33.27,143.89,172.23,330.00,-
999,33.30,143.19,173.05,272.00,-
1000,33.33,143.25,173.90,248.00,-
1001,33.37,143.95,173.08,283.00,-
1002,33.40,144.54,170.56,339.00,-
1003,33.43,144.65,172.27,313.00,-
1004,33.47,144.54,170.56,328.00,-
1005,33.50,145.24,169.75,354.00,-
1006,33.53,144.59,171.42,316.00,-
1007,33.57,144.54,170.56,334.00,-
1008,33.60,144.59,171.42,332.00,-
1009,33.63,144.48,169.71,386.00,-
1010,33.67,144.48,169.71,374.00,-
1011,33.70,144.43,168.86,405.00,-
1012,33.73,144.48,169.71,348.00,-
1013,33.77,143.73,169.68,344.00,-
1014,33.80,143.73,169.68,355.00,-
1015,33.83,144.48,169.71,365.00,-
1016,33.87,144.48,169.71,368.00,-
1017,33.90,143.68,168.83,374.00,-
1018,33.93,143.68,168.83,381.00,-
1019,33.97,143.68,168.83,373.00,-
1020,34.00,144.43,168.86,361.00,-
1021,34.03,144.38,168.01,384.00,-
1022,34.07,144.38,168.01,391.00,-
1023,34.10,144.38,168.01,362.00,-
1024,34.13,145.14,168.05,368.00,-
1025,34.17,145.84,167.23,351.00,-
1026,34.20,145.84,167.23,359.00,-
1027,34.23,145.84,167.23,331.00,-
1028,34.27,145.84,167.23,347.00,-
1029,34.30,145.84,167.23,321.00,-
1030,34.33,146.59,167.27,296.00,-
1031,34.37,145.84,167.23,301.00,-
1032,34.40,145.14,168.05,316.00,-
1033,34.43,145.84,167.23,284.00,-
1034,34.47,145.89,168.08,298.00,-
1035,34.50,145.14,168.05,303.00,-
1036,34.53,145.14,168.05,289.00,-
1037,34.57,144.38,168.01,324.00,-
1038,34.60,143.68,168.83,329.00,-
1039,34.63,143.63,167.98,328.00,-
1040,34.67,142.93,168.79,342.00,-
1041,34.70,142.88,167.95,359.00,-
1042,34.73,142.84,167.10,334.00,-
1043,34.77,142.13,167.91,369.00,-
1044,34.80,142.08,167.06,333.00,-
1045,34.83,142.04,166.22,344.00,-
1046,34.87,141.29,166.19,355.00,-
1047,34.90,141.95,164.53,342.00,-
1048,34.93,141.95,164.53,336.00,-
1049,34.97,141.91,163.68,328.00,-
1050,35.00,141.95,164.53,349.00,-
1051,35.04,141.95,164.53,324.00,-
1052,35.07,142.70,164.56,332.00,-
1053,35.10,143.45,164.59,331.00,-
1054,35.13,143.49,165.44,365.00,-
1055,35.17,144.86,162.97,312.00,-
1056,35.20,146.31,162.19,318.00,-
1057,35.23,146.31,162.19,339.00,-
1058,35.27,146.98,160.53,398.00,-
1059,35.30,147.68,159.72,350.00,-
1060,35.34,148.39,158.92,378.00,-
1061,35.37,148.35,158.07,365.00,-
1062,35.40,149.02,156.42,345.00,-
1063,35.44,149.02,156.42,369.00,-
1064,35.47,148.99,155.58,375.00,-
1065,35.50,148.95,154.74,349.00,-
1066,35.54,148.95,154.74,341.00,-
1067,35.57,149.69,154.77,362.00,-
1068,35.60,149.66,153.94,347.00,-
1069,35.63,150.40,153.97,361.00,-
1070,35.67,151.14,154.00,391.00,-
1071,35.70,151.11,153.16,378.00,-
1072,35.73,151.14,154.00,395.00,-
1073,35.77,151.88,154.03,422.00,-
1074,35.80,152.59,153.22,406.00,-
1075,35.84,152.55,152.38,420.00,-
1076,35.87,153.26,151.58,377.00,-
1077,35.90,153.26,151.58,408.00,-
1078,35.94,153.26,151.58,372.00,-
1079,35.97,153.26,151.58,376.00,-
1080,36.00,153.97,150.77,373.00,-
1081,36.04,153.94,149.93,389.00,-
1082,36.07,153.94,149.93,393.00,-
1083,36.10,154.64,149.13,397.00,-
1084,36.14,156.09,148.35,356.00,-
1085,36.17,156.09,148.35,399.00,-
1086,36.20,156.79,147.55,368.00,-
1087,36.24,157.53,147.58,366.00,-
1088,36.27,158.97,146.80,380.00,-
1089,36.30,159.67,146.00,377.00,-
1090,36.34,160.41,146.03,363.00,-
1091,36.37,161.11,145.22,406.00,-
1092,36.40,162.57,145.29,407.00,-
1093,36.44,163.28,144.48,414.00,-
1094,36.47,164.01,144.51,387.00,-
1095,36.50,164.71,143.71,437.00,-
1096,36.54,165.41,142.90,402.00,-
1097,36.57,165.41,142.90,422.00,-
1098,36.60,166.12,142.09,409.00,-
1099,36.64,167.57,142.16,393.00,-
1100,36.67,167.57,142.16,381.00,-
1101,36.70,168.30,142.19,419.00,-
1102,36.74,169.00,141.38,423.00,-
1103,36.77,168.30,142.19,470.00,-
1104,36.80,168.30,142.19,446.00,-
1105,36.84,169.76,142.25,411.00,-
1106,36.87,170.46,141.45,387.00,-
1107,36.90,170.46,141.45,395.00,-
1108,36.94,169.76,142.25,403.00,-
1109,36.97,169.00,141.38,449.00,-
1110,37.00,169.73,141.41,415.00,-
1111,37.04,170.46,141.45,395.00,-
1112,37.07,169.73,141.41,432.00,-
1113,37.10,170.46,141.45,383.00,-
1114,37.14,171.18,141.48,378.00,-
1115,37.17,169.73,141.41,398.00,-
1116,37.20,169.73,141.41,422.00,-
1117,37.24,169.73,141.41,392.00,-
1118,37.27,170.46,141.45,400.00,-
1119,37.30,169.76,142.25,403.00,-
1120,37.34,169.76,142.25,392.00,-
1121,37.37,169.76,142.25,387.00,-
1122,37.40,170.46,141.45,367.00,-
1123,37.44,169.76,142.25,392.00,-
1124,37.47,170.48,142.29,355.00,-
1125,37.50,169.03,142.22,372.00,-
1126,37.54,169.06,143.06,399.00,-
1127,37.57,169.79,143.10,404.00,-
1128,37.60,169.79,143.10,367.00,-
1129,37.64,168.36,143.87,374.00,-
1130,37.67,169.06,143.06,404.00,-
1131,37.70,169.09,143.90,388.00,-
1132,37.74,168.36,143.87,404.00,-
1133,37.77,168.36,143.87,415.00,-
1134,37.80,169.09,143.90,407.00,-
1135,37.84,168.39,144.71,398.00,-
1136,37.87,168.39,144.71,416.00,-
1137,37.90,168.42,145.56,366.00,-
1138,37.94,167.69,145.52,392.00,-
1139,37.97,169.15,145.59,376.00,-
1140,38.00,167.69,145.52,388.00,-
1141,38.04,168.42,145.56,403.00,-
1142,38.07,167.72,146.36,413.00,-
1143,38.10,167.02,147.17,384.00,-
1144,38.14,168.45,146.40,451.00,-
1145,38.17,168.49,147.24,407.00,-
1146,38.20,169.25,148.13,403.00,-
1147,38.24,170.02,149.01,376.00,-
1148,38.27,170.02,149.01,416.00,-
1149,38.30,170.79,149.90,385.00,-
1150,38.34,172.34,151.68,308.00,-
1151,38.37,172.38,152.53,319.00,-
1152,38.41,172.38,152.53,363.00,-
1153,38.44,172.43,153.38,288.00,-
1154,38.47,173.16,153.42,317.00,-
1155,38.51,172.52,155.09,310.00,-
1156,38.54,172.57,155.94,319.00,-
1157,38.57,172.62,156.80,287.00,-
1158,38.61,173.41,157.70,276.00,-
1159,38.64,172.62,156.80,269.00,-
1160,38.67,173.46,158.55,273.00,-
1161,38.70,173.46,158.55,247.00,-
1162,38.74,173.46,158.55,281.00,-
1163,38.77,172.72,158.51,314.00,-
1164,38.81,173.46,158.55,266.00,-
1165,38.84,173.46,158.55,252.00,-
1166,38.87,173.46,158.55,276.00,-
1167,38.91,174.20,158.60,242.00,-
1168,38.94,174.25,159.46,225.00,-
1169,38.97,173.46,158.55,278.00,-
1170,39.01,173.52,159.41,276.00,-
1171,39.04,173.52,159.41,277.00,-
1172,39.07,173.52,159.41,294.00,-
1173,39.11,172.78,159.37,287.00,-
1174,39.14,173.52,159.41,293.00,-
1175,39.17,172.78,159.37,293.00,-
1176,39.20,172.78,159.37,286.00,-
1177,39.24,172.78,159.37,295.00,-
1178,39.27,172.84,160.23,324.00,-
1179,39.31,172.78,159.37,279.00,-
1180,39.34,172.78,159.37,277.00,-
1181,39.37,172.78,159.37,284.00,-
1182,39.41,172.78,159.37,274.00,-
1183,39.44,172.78,159.37,297.00,-
1184,39.47,172.78,159.37,302.00,-
1185,39.51,172.78,159.37,285.00,-
1186,39.54,172.84,160.23,281.00,-
1187,39.57,172.84,160.23,294.00,-
1188,39.61,172.15,161.04,307.00,-
1189,39.64,172.89,161.08,320.00,-
1190,39.67,172.15,161.04,307.00,-
1191,39.71,172.15,161.04,310.00,-
1192,39.74,172.21,161.90,314.00,-
1193,39.77,172.15,161.04,303.00,-
1194,39.81,172.15,161.04,293.00,-
1195,39.84,172.15,161.04,299.00,-
1196,39.87,172.15,161.04,308.00,-
1197,39.91,172.15,161.04,300.00,-
1198,39.94,172.21,161.90,297.00,-
1199,39.97,172.21,161.90,307.00,-
1200,40.01,172.21,161.90,290.00,-
1201,40.04,172.21,161.90,284.00,-
1202,40.07,172.95,161.94,250.00,-
1203,40.11,172.95,161.94,254.00,-
1204,40.14,172.95,161.94,247.00,-
1205,40.17,172.95,161.94,287.00,-
1206,40.21,172.95,161.94,284.00,-
1207,40.24,173.75,162.85,259.00,-
1208,40.27,173.07,163.67,292.00,-
1209,40.31,173.01,162.81,260.00,-
1210,40.34,173.01,162.81,295.00,-
1211,40.37,173.81,163.72,275.00,-
1212,40.41,173.81,163.72,280.00,-
1213,40.44,173.81,163.72,279.00,-
1214,40.47,174.62,164.63,290.00,-
1215,40.51,172.95,161.94,251.00,-
1216,40.54,173.81,163.72,266.00,-
1217,40.57,173.81,163.72,281.00,-
1218,40.61,173.75,162.85,280.00,-
1219,40.64,173.81,163.72,252.00,-
1220,40.67,173.81,163.72,258.00,-
1221,40.71,173.81,163.72,326.00,-
1222,40.74,173.94,165.44,325.00,-
1223,40.77,173.14,164.53,310.00,-
1224,40.81,173.14,164.53,294.00,-
1225,40.84,173.20,165.39,313.00,-
1226,40.87,173.20,165.39,277.00,-
1227,40.91,173.20,165.39,303.00,-
1228,40.94,173.20,165.39,279.00,-
1229,40.97,173.20,165.39,275.00,-
1230,41.01,172.46,165.34,272.00,-
1231,41.04,172.46,165.34,273.00,-
1232,41.07,172.40,164.48,276.00,-
1233,41.11,172.33,163.62,268.00,-
1234,41.14,171.53,162.71,269.00,-
1235,41.17,171.59,163.57,261.00,-
1236,41.21,171.59,163.57,287.00,-
1237,41.24,171.59,163.57,258.00,-
1238,41.27,171.65,164.43,266.00,-
1239,41.31,171.72,165.29,264.00,-
1240,41.34,171.72,165.29,252.00,-
1241,41.37,170.91,164.38,247.00,-
1242,41.41,170.98,165.25,257.00,-
1243,41.44,170.98,165.25,280.00,-
1244,41.47,170.98,165.25,256.00,-
1245,41.51,170.30,166.06,273.00,-
1246,41.54,170.36,166.92,247.00,-
1247,41.57,169.56,166.01,318.00,-
1248,41.61,168.94,167.69,260.00,-
1249,41.64,168.88,166.82,270.00,-
1250,41.68,168.20,167.64,297.00,-
1251,41.71,168.26,168.50,265.00,-
1252,41.74,168.26,168.50,257.00,-
1253,41.77,168.94,167.69,289.00,-
1254,41.81,168.26,168.50,269.00,-
1255,41.84,168.33,169.36,271.00,-
1256,41.88,168.26,168.50,272.00,-
1257,41.91,168.33,169.36,266.00,-
1258,41.94,168.40,170.23,268.00,-
1259,41.98,168.33,169.36,265.00,-
1260,42.01,169.15,170.28,290.00,-
1261,42.04,168.47,171.09,236.00,-
1262,42.08,168.47,171.09,234.00,-
1263,42.11,168.47,171.09,223.00,-
1264,42.14,169.22,171.14,240.00,-
1265,42.18,168.47,171.09,220.00,-
1266,42.21,168.47,171.09,214.00,-
1267,42.24,168.54,171.96,232.00,-
1268,42.27,169.22,171.14,242.00,-
1269,42.31,169.22,171.14,229.00,-
1270,42.34,169.22,171.14,263.00,-
1271,42.38,169.15,170.28,265.00,-
1272,42.41,169.22,171.14,272.00,-
1273,42.44,169.22,171.14,257.00,-
1274,42.48,168.47,171.09,212.00,-
1275,42.51,169.22,171.14,245.00,-
1276,42.54,169.97,171.20,279.00,-
1277,42.58,168.40,170.23,242.00,-
1278,42.61,169.22,171.14,247.00,-
1279,42.64,169.22,171.14,246.00,-
1280,42.68,169.22,171.14,246.00,-
1281,42.71,169.29,172.01,229.00,-
1282,42.74,169.29,172.01,260.00,-
1283,42.78,169.22,171.14,255.00,-
1284,42.81,169.29,172.01,240.00,-
1285,42.84,169.29,172.01,258.00,-
1286,42.88,169.22,171.14,264.00,-
1287,42.91,169.37,172.88,234.00,-
1288,42.94,169.37,172.88,228.00,-
1289,42.98,168.54,171.96,271.00,-
1290,43.01,168.54,171.96,236.00,-
1291,43.04,168.62,172.83,227.00,-
1292,43.08,168.62,172.83,209.00,-
1293,43.11,168.62,172.83,208.00,-
1294,43.14,168.62,172.83,223.00,-
1295,43.18,168.62,172.83,204.00,-
1296,43.21,167.87,172.77,236.00,-
1297,43.24,168.62,172.83,242.00,-
1298,43.28,169.44,173.75,247.00,-
1299,43.31,169.44,173.75,221.00,-
1300,43.34,169.44,173.75,226.00,-
1301,43.38,169.37,172.88,245.00,-
1302,43.41,168.62,172.83,211.00,-
1303,43.44,168.69,173.69,200.00,-
1304,43.48,169.29,172.01,233.00,-
1305,43.51,168.62,172.83,210.00,-
1306,43.54,168.62,172.83,193.00,-
1307,43.58,167.87,172.77,241.00,-
1308,43.61,167.87,172.77,231.00,-
1309,43.64,168.62,172.83,206.00,-
1310,43.68,168.62,172.83,217.00,-
1311,43.71,168.62,172.83,222.00,-
1312,43.74,168.62,172.83,244.00,-
1313,43.78,168.69,173.69,223.00,-
1314,43.81,168.62,172.83,230.00,-
1315,43.84,168.62,172.83,216.00,-
1316,43.88,168.69,173.69,236.00,-
1317,43.91,168.69,173.69,192.00,-
1318,43.94,167.94,173.64,209.00,-
1319,43.98,168.62,172.83,233.00,-
1320,44.01,168.69,173.69,233.00,-
1321,44.04,168.69,173.69,232.00,-
1322,44.08,168.69,173.69,228.00,-
1323,44.11,169.44,173.75,252.00,-
1324,44.14,168.69,173.69,247.00,-
1325,44.18,168.69,173.69,220.00,-
1326,44.21,168.69,173.69,228.00,-
